nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles	img_url_asset
nm0143309	Chiara Caselli	1967		actress,director,writer	tt0102494,tt0114086,tt6021384,tt0265651	https://image.tmdb.org/t/p/{width_variable}/c3W1yk9YtYgVQtsPYQKPWvz5sIs.jpg
nm0143426	George Casey	1933	2017	producer,director,writer	tt0072001,tt0082473,tt0080694,tt0130445	
nm0143805	Harry Cason			writer,actor,producer	tt0167720,tt6060234,tt4693860,tt0108983	
nm0144168	Bruce Cassidy			composer,music_department,soundtrack	tt0097259,tt0094607,tt0108313,tt0183767	
nm0144758	Enzo G. Castellari	1938		director,actor,assistant_director	tt0074586,tt0084424,tt0085124,tt0088940	https://image.tmdb.org/t/p/{width_variable}/v89kkRIEq098ABdm4nntzMG9782.jpg
nm0144812	Sergio Castellitto	1953		actor,writer,director	tt0246772,tt0401711,tt0499448,tt0330702	https://image.tmdb.org/t/p/{width_variable}/uq5xz7kinzgdclGOcechgfPBgYC.jpg
nm0144888	André Castelot	1911	2004	writer,producer	tt0212698,tt1066283,tt0139269,tt0055219	https://image.tmdb.org/t/p/{width_variable}/50TIme6oYJgpPDcrpEGiHEYSImN.jpg
nm0145530	Emmanuelle Castro			editor,sound_department,editorial_department	tt1924394,tt5168192,tt0202077,tt0092593	
nm0145598	Juan Antonio Castro			actor,miscellaneous	tt0211842,tt0124958,tt0297174,tt3519198	
nm0145935	Scott Catamas			producer,actor,writer	tt7285206,tt0097863	
nm0146258	Juliette Caton	1975		actress,miscellaneous	tt0095497,tt0097115,tt1334260,tt0234750	
nm0146945	Sharon Cavanaugh			director,actress,writer	tt0084447,tt0166658	
nm0146955	Tony Cavanaugh			writer,producer,miscellaneous	tt3189622,tt0409633,tt0176365	
nm0147004	Ermanno Cavazzoni			writer,director	tt12788984,tt3301732,tt0098606,tt2265878	https://image.tmdb.org/t/p/{width_variable}/h6gGlywMZ8Mvyic1ZRGWM1TxsTD.jpg
nm0147080	Jonathan Cavendish			producer,actor,visual_effects	tt0831387,tt5638642,tt7097896,tt0243155	
nm0147389	Fabrice Cazeneuve	1952		director,assistant_director,writer	tt0173560,tt0098514,tt7658662,tt0130983	
nm0147437	Antonio Cañero			actor	tt0013620,tt0015414,tt0218852,tt0031182	
nm0147439	José María Cañete			actor,director,writer	tt0088924,tt0093969,tt0090017,tt0084181	
nm0147575	Luigi Ceccarelli	1953		composer,soundtrack	tt0191085,tt0117737,tt0094843,tt0093541	
nm0147601	Mario Cecchi Gori	1920	1993	producer,writer,actor	tt0110917,tt0110299,tt0062370,tt0110877	https://image.tmdb.org/t/p/{width_variable}/yk2yCtMa9D2EbNqTHF8e6jocjum.jpg
nm0147603	Vittorio Cecchi Gori	1942		producer,miscellaneous,actor	tt0119794,tt0490215,tt0110917,tt0110877	https://image.tmdb.org/t/p/{width_variable}/yJPazYwhO3BqN2UL3twWwzQVjwl.jpg
nm0147699	Jonathan Cecil	1939	2011	actor	tt0072684,tt0103723,tt0064775,tt0082517	https://image.tmdb.org/t/p/{width_variable}/hkAQ1s6dZH5JlURcbSpvPyQ6Efo.jpg
nm0147985	Jeff Celentano	1960		actor,director,producer	tt0965375,tt0105151,tt0119238,tt8051894	https://image.tmdb.org/t/p/{width_variable}/529TK0OU7AmosBtsqVrOV3cB5sg.jpg
nm0148018	Sebastiano Celeste	1940		cinematographer,camera_department,director	tt0086779,tt0072349,tt0164539,tt0076360	
nm0148061	Michael Forest	1929		actor,miscellaneous,sound_department	tt0162222,tt0091344,tt0107692,tt0074896	https://image.tmdb.org/t/p/{width_variable}/3hsY0cOtTirglpIfhZ69o0VzWr.jpg
nm0148970	Tonino Cervi	1929	2002	producer,writer,director	tt0071925,tt0318003,tt0063379,tt0147524	
nm0149216	Chuen-Yee Cha	1956		director,actor,producer	tt1698490,tt0117242,tt0107984,tt0105374	
nm0149822	Mithun Chakraborty	1950		actor,music_department,miscellaneous	tt0499375,tt2283748,tt8108268,tt1980986	https://image.tmdb.org/t/p/{width_variable}/4z8c5YAe0TCkEZNHXWlKxNTD8sV.jpg
nm0150057	Christian de Chalonge	1937		director,writer,assistant_director	tt0063535,tt0115649,tt0077175,tt0082701	https://image.tmdb.org/t/p/{width_variable}/rF4RC4k468qVJZT5la1bpBYAtMv.jpg
nm0150453	Terry Chambers			sound_department,editor,editorial_department	tt0112804,tt0075783,tt0074383,tt0092240	
nm0150821	Charine Chan	1967		actress,producer,director	tt0107544,tt8228588,tt0100045,tt0104552	https://image.tmdb.org/t/p/{width_variable}/Rk2vhHxx4hKA9PLBFu65zFVCIH.jpg
nm0150862	Dennis Chan	1949		actor,producer,writer	tt0102202,tt0097659,tt0104609,tt1258972	https://image.tmdb.org/t/p/{width_variable}/wW90J7wyACpndFPgwq5TFtyKHaO.jpg
nm0150888	Fei-Lit Chan	1940	2021	composer,music_department	tt0105859,tt0073812,tt0102293,tt0100047	
nm0150894	Frankie Chan	1951		composer,actor,director	tt0112913,tt0091140,tt0109424,tt0106409	https://image.tmdb.org/t/p/{width_variable}/7QhbscCqK0yVzL22H8fdQsI9ezb.jpg
nm0150912	Henry Chan			cinematographer,camera_department,director	tt0079886,tt0380869,tt0113326,tt0084056	
nm0150971	Ki-Hop Chan			editor,editorial_department	tt1330525,tt0351887,tt0288045,tt0157366	
nm0150973	Kenneth Chan			actor,assistant_director,producer	tt0330323,tt0120115,tt0117760,tt0874636	https://image.tmdb.org/t/p/{width_variable}/xA41hprmw5xoZHR0OAT2mxsJA2F.jpg
nm0150981	Koon-Chung Chan			actor,writer,miscellaneous	tt0100023,tt0087137,tt0084248,tt0093944	
nm0150994	Chit-Man Chan			actor,director,writer	tt0111797,tt0431045,tt9083060,tt0111791	https://image.tmdb.org/t/p/{width_variable}/5pnpmMTTKb7SLdnwB9epfm42vub.jpg
nm0150995	Wing-Chan Leung			editor,editorial_department,director	tt0399762,tt0202557,tt7630210,tt0182838	
nm0151060	Otto Chan			director,producer,stunts	tt0102161,tt0115010,tt0098707,tt0109346	
nm0151068	Philip Chan	1945		actor,writer,director	tt0088107,tt0091940,tt0104684,tt0104558	https://image.tmdb.org/t/p/{width_variable}/2eEbrWbpdm8EHvhQsjmpIu3wjlt.jpg
nm0151155	Michael Wai-Man Chan	1946		actor,stunts,director	tt0079265,tt0076550,tt0083769,tt7559006	https://image.tmdb.org/t/p/{width_variable}/n5zkWo5LFGV0GzW3N2IKss8mcqr.jpg
nm0151434	Michael Chandler			editor,writer,director	tt0206758,tt2452352,tt0086879,tt1006905	
nm0151463	Simon Chandler	1953		actor	tt1504320,tt0086993,tt0077869,tt0120483	https://image.tmdb.org/t/p/{width_variable}/uqiDrIp84VEJY3vPCr95Cxp4mKY.jpg
nm0151653	Cheh Chang	1923	2002	director,writer,music_department	tt0080621,tt0060350,tt0065450,tt0097984	https://image.tmdb.org/t/p/{width_variable}/hMNZmmw1LjIqf0SCDaPeYf5XuH7.jpg
nm0151827	Sylvia Chang	1953		actress,writer,director	tt0092301,tt7479718,tt0215240,tt0397229	https://image.tmdb.org/t/p/{width_variable}/iJumm97qfP9N50uo9CT6Fmc6GnH.jpg
nm0151870	Jung-Shu Chen	1940	2005	cinematographer,camera_department,sound_department	tt0105845,tt0187015,tt2359069,tt1859500	
nm0152049	Lu-Chiang Chao			assistant_director,actor,director	tt0084551,tt0089374,tt0106841,tt17037688	
nm0152409	John Chapman			producer	tt0297626,tt1804877,tt0472984,tt5571524	
nm0153223	Sylvaine Charlet			actress,composer	tt0080039,tt0072932,tt0074868,tt0068205	https://image.tmdb.org/t/p/{width_variable}/t5Y5aLytxdas5EMVTqf93pyYw7j.jpg
nm0153289	Elspeth Charlton	1944		actress	tt0820333,tt0224902,tt0115355,tt1597522	
nm0153546	Leslie Charteris	1907	1993	writer,music_department,actor	tt0055701,tt0037859,tt0033014,tt0120053	
nm0153973	Lyuben Chatalov	1950		actor	tt9090294,tt0252534,tt0283524,tt0324174	https://image.tmdb.org/t/p/{width_variable}/2s5l5Ot26gtzBo6oTXEXzJL5vcS.jpg
nm0154093	Bertrand Chatry	1952	2002	cinematographer,camera_department	tt0109721,tt0151137,tt0138122,tt0284229	
nm0154299	Emmanuelle Chaulet			actress,director,writer	tt0443658,tt9686126,tt0099014,tt0092550	https://image.tmdb.org/t/p/{width_variable}/chPJ6A3Gha4XjJhlui0ckQjcoaF.jpg
nm0154320	Sarah Chaumette			actress	tt0102140,tt10404944,tt0106389,tt13285394	
nm0154324	Igor Chaun	1963		director,writer,assistant_director	tt0939820,tt13417102,tt1028573,tt0102774	
nm0154428	Béatrice de Chavagnac			editorial_department,camera_department,editor	tt12642334,tt0165550,tt0809273,tt0384790	
nm0155009	Anton Chekhov	1860	1904	writer,soundtrack,actor	tt0037325,tt0057603,tt15413262,tt2758880	https://image.tmdb.org/t/p/{width_variable}/jQlZSJWHZTZrBvSfqb8me8S8peP.jpg
nm0155034	Mary Chelde			producer	tt0067460,tt0815353,tt6334624	
nm0155163	Po-Wen Chen	1953		editor,editorial_department,producer	tt0244316,tt0109685,tt0200689,tt0885531	https://image.tmdb.org/t/p/{width_variable}/beXskPZupY5mpFrqi3Lt3Jh24Qi.jpg
nm0155408	Wancai Chen			cinematographer	tt13926128,tt0093989,tt0083345,tt0091377	
nm0155455	Cheuk Yan Chan			actress	tt0096885,tt0097713,tt0094857,tt0105619	https://image.tmdb.org/t/p/{width_variable}/9jo2gLFVOUWVyOLMhWCv7mkQkpO.jpg
nm0155531	Cheng Ah	1949		writer,actor	tt3508840,tt1315903,tt0332831,tt0087301	https://image.tmdb.org/t/p/{width_variable}/fh4pIzunFWGi2WBZpeichf05TYv.jpg
nm0155546	Carol 'Do Do' Cheng	1957		actress	tt0096490,tt0101442,tt0099558,tt0085697	
nm0155587	Kent Cheng	1951		actor,director,producer	tt0101490,tt1386932,tt2888046,tt0089259	https://image.tmdb.org/t/p/{width_variable}/rQRr8QvdkUsQVhchdUtiTznVVff.jpg
nm0155593	Lawrence Cheng	1954		actor,writer,producer	tt1517633,tt3898860,tt0379874,tt0325655	https://image.tmdb.org/t/p/{width_variable}/d9F8HbTfkofQFS5CkS1cKykxrqa.jpg
nm0155598	Jingle Ma	1957		cinematographer,director,writer	tt0116704,tt0113326,tt0117905,tt1308138	https://image.tmdb.org/t/p/{width_variable}/8KXb6kAFvA9S5efmZdIPVGTZ0Jz.jpg
nm0155599	Mark Cheng	1964		actor	tt1010012,tt0088686,tt0499556,tt0284235	https://image.tmdb.org/t/p/{width_variable}/sMLzRjTYJYeTjTE09XjVHHB8Ddx.jpg
nm0155624	Siu-Keung Cheng	1952		cinematographer,director,writer	tt0434008,tt14032696,tt10283270,tt2076298	
nm0155713	Bei-Dak Cheong			editor	tt0096461,tt0088267,tt0098710,tt0100984	
nm0155862	Eddy Cherki			producer	tt0482030,tt0338411,tt1111974,tt0172014	
nm0155989	Igor Chernykh	1932	2020	cinematographer,writer,camera_department	tt0076066,tt0233877,tt0061211,tt0062759	
nm0156154	Aleksandr Chervinsky	1938		writer	tt0164187,tt0068470,tt0079999,tt5460406	
nm0156228	Patrick Chesnais	1946		actor,director,writer	tt0095511,tt0119923,tt2379318,tt0401383	https://image.tmdb.org/t/p/{width_variable}/g0eY9xGHUCIZBJj0QfxNnZQcH98.jpg
nm0156467	Dicky Cheung	1965		actor,music_department	tt0108593,tt1459024,tt0107460,tt0106545	https://image.tmdb.org/t/p/{width_variable}/b2a2h0Xz4pDk7B0WDFADvzc5S1g.jpg
nm0156509	Kwok Leung Cheung			actor	tt0121617,tt0100968,tt0092263,tt0103602	
nm0156522	Man Cheung	1967		actress,miscellaneous,assistant_director	tt0104770,tt0103045,tt0097244,tt0100963	https://image.tmdb.org/t/p/{width_variable}/mHu0edLezIp5gPYzPX7w4d2Iw15.jpg
nm0156875	Charlie Chin	1948		actor	tt1440148,tt1205520,tt0090342,tt0089177	https://image.tmdb.org/t/p/{width_variable}/zFFZ6iZQtfYD1HONS2AoRBb9e4.jpg
nm0156901	Chi Yu			cinematographer	tt0070274,tt0071189,tt0200526,tt0164518	
nm0156902	Chi Jan Ha			actress	tt0103296,tt0097535,tt0100968,tt0090956	https://image.tmdb.org/t/p/{width_variable}/60gIKtHtQ1OPnox6EmEcOBg3X5b.jpg
nm0156906	Marco Mak			editor,director,editorial_department	tt0098147,tt0103285,tt0165499,tt0105869	https://image.tmdb.org/t/p/{width_variable}/oBhxAJ7AR8TVlz9zjEHt9Chw3nc.jpg
nm0157392	Kei-Yee Chik	1957		producer,director,actor	tt0096469,tt0102814,tt0891403,tt2165489	https://image.tmdb.org/t/p/{width_variable}/tqzySnsIP0xEdb97IUxUTBt64RG.jpg
nm0157620	Dieter Chill	1954		cinematographer,writer,camera_department	tt0108829,tt0806910,tt0806901,tt0483086	
nm0157696	Kliment Chimidov	1949		director,assistant_director	tt0098405,tt0082852,tt0298956,tt0263932	
nm0157785	Siu-Ho Chin	1963		actor,music_department	tt0110200,tt0093307,tt0108281,tt0082153	https://image.tmdb.org/t/p/{width_variable}/6Xs2S8kF3pwDLXDmik02BwEmeCR.jpg
nm0157805	Elaine Jin	1954		actress	tt0093845,tt6041030,tt4417522,tt0109685	https://image.tmdb.org/t/p/{width_variable}/eXhTJ8vMsflpvoU4lOWeFTahbVY.jpg
nm0157971	Paul Chun	1945		actor,director,animation_department	tt0090952,tt0090940,tt1075419,tt0111770	https://image.tmdb.org/t/p/{width_variable}/v1G2sIZzKDBcex2nFKpNk9SVBD0.jpg
nm0158141	Paul Chiributa			actor	tt0082385,tt0264840,tt3150858,tt2332881	
nm0158219	David Chisholm			writer,producer	tt0158708,tt0111880,tt0098663,tt4196546	
nm0158555	Jirí Chlumecký	1963		composer,soundtrack,actor	tt0099876,tt0097020,tt0095463,tt0845965	
nm0159052	John Chong			producer,miscellaneous,writer	tt1371111,tt0157366,tt1124052,tt0338564	https://image.tmdb.org/t/p/{width_variable}/du89FDdXNfxyp20afB3tZ1kAOtk.jpg
nm0159254	Irena Chorynska	1926	2010	editor,editorial_department	tt0082294,tt0052080,tt0066250,tt0056971	https://image.tmdb.org/t/p/{width_variable}/mcXzrV1BodHPXjeopoHVgXV1D86.jpg
nm0159402	Élie Chouraqui	1950		director,writer,producer	tt0216799,tt0117023,tt0082963,tt0077943	https://image.tmdb.org/t/p/{width_variable}/6KlbzdqCt7NbDCVDESZTteUZSOn.jpg
nm0159507	Stephen Chow	1962		actor,producer,writer	tt0373074,tt0940709,tt0109962,tt0286112	https://image.tmdb.org/t/p/{width_variable}/j5DWs54BGZfp92G43c9OyHPvkNG.jpg
nm0159514	Vivian Chow	1967		actress,music_department	tt12047394,tt0102563,tt0103299,tt0096032	https://image.tmdb.org/t/p/{width_variable}/stzUBYaCNpUJ8zxqNQJgd4W6KPW.jpg
nm0159584	Ting-Ting Choi			writer,miscellaneous	tt0104553,tt0184076,tt0115024,tt0121427	
nm0160246	Dennis Christianson			director,writer,producer	tt2498726,tt0084015,tt0211526	
nm0160540	Anthony J. Christopher			director,producer,writer	tt0363549,tt0098100,tt0095140,tt0368102	
nm0160559	Frank Christopher			producer,editor,writer	tt0087468,tt0223271,tt0868532,tt2375751	
nm0160614	Richard Pepin			producer,cinematographer,writer	tt0138089,tt0116026,tt0115237,tt0263746	
nm0160823	Emily Chu	1960		actress	tt0094357,tt0091091,tt0092263,tt0093258	https://image.tmdb.org/t/p/{width_variable}/aYXVaGG4vqtBVibF53s8yxLUNH5.jpg
nm0160900	Yen-Ping Chu	1950		director,writer,producer	tt1239466,tt0115053,tt1328865,tt1825731	https://image.tmdb.org/t/p/{width_variable}/kuwtwIFDQbH1FagPPLMMweL0nl6.jpg
nm0161020	Catherine Hun			producer,miscellaneous,production_designer	tt0446313,tt2952602,tt2106741,tt0117575	
nm0161165	Wong Chun	1948		actor,director,writer	tt6280256,tt0094874,tt9544742,tt0374184	https://image.tmdb.org/t/p/{width_variable}/JIDntwtQMapDsxaWAXzjluizre.jpg
nm0161275	Siu Chung Mok	1960		actor,writer,director	tt0105839,tt0095543,tt0086607,tt6448954	
nm0161500	Inna Churikova	1943	2023	actress,soundtrack,writer	tt0107834,tt0086561,tt0100465,tt0347334	https://image.tmdb.org/t/p/{width_variable}/x67qdAQfPwcyBAn86I9SzqHmZm4.jpg
nm0161535	Viktor Chutak	1938	2009	actor	tt0173875,tt0266654,tt0265567,tt0172708	https://image.tmdb.org/t/p/{width_variable}/7q5TSLaSecwDU5DXBNlYj8GgN93.jpg
nm0161568	Maria Chwalibóg	1933		actress	tt0049077,tt0074251,tt0082625,tt0071563	https://image.tmdb.org/t/p/{width_variable}/kAHJdFqvT6kNXCfsot2bHxqTTL0.jpg
nm0161712	Pierre-Laurent Chénieux			camera_department,cinematographer	tt0295675,tt0096968,tt1304873,tt0100784	
nm0161729	Ivana Chýlková	1963		actress,soundtrack	tt0239184,tt0109625,tt2130161,tt0097020	https://image.tmdb.org/t/p/{width_variable}/2CUljunxQ4VY6W7Q4UBdpTYwLyw.jpg
nm0161823	John Cianetti			actor,writer,stunts	tt0098199,tt0324541,tt0183414,tt0103839	
nm0161962	Luigi Ciccarese			cinematographer,camera_department,producer	tt0092516,tt0423840,tt0194727,tt0098321	
nm0162717	Pierluigi Ciriaci	1946	2009	assistant_director,production_manager,writer	tt0099400,tt0094004,tt0101703,tt11892062	
nm0162878	Souleymane Cissé	1940		director,writer,producer	tt0077198,tt0111651,tt0094349,tt0083942	https://image.tmdb.org/t/p/{width_variable}/xUgxedlEop1rbSCxl1arP5WKsaW.jpg
nm0163223	Estéban			actor,director,writer	tt5312862,tt8683198,tt7665654,tt1828995	https://image.tmdb.org/t/p/{width_variable}/amXtFeWybKgSn6kd1D9rgm6V1Vp.jpg
nm0163227	Philippe Clair	1930	2020	actor,writer,director	tt0077312,tt0096860,tt0226389,tt0078189	https://image.tmdb.org/t/p/{width_variable}/66a6RZKYJs82IVt9VFGirpWaBEj.jpg
nm0163863	Dick Clark	1929	2012	producer,actor,miscellaneous	tt0185049,tt0227538,tt0202179,tt0270288	https://image.tmdb.org/t/p/{width_variable}/5b0BckJqRZIwi1LcbuA8o2KPZTZ.jpg
nm0163974	Gloryette Clark	1934	2014	editor,writer,director	tt0086789,tt0071042,tt0072471,tt0063873	
nm0163990	Greydon Clark	1943		director,actor,writer	tt0109545,tt0078778,tt0087258,tt0074214	https://image.tmdb.org/t/p/{width_variable}/hdw7lw4kTogVWnlDSvOUkyn7zUK.jpg
nm0164196	Lawrence Gordon Clark	1938		director,producer,writer	tt0084053,tt0122339,tt0129669,tt0094611	https://image.tmdb.org/t/p/{width_variable}/kIw4PQjseVY5VSuCADgNYXYGimN.jpg
nm0164950	Philip L. Clarke	1938	2013	actor,producer,miscellaneous	tt0097757,tt0101414,tt0103639,tt0456931	https://image.tmdb.org/t/p/{width_variable}/lfCpXBpkHKOdtkXFBTwIvHh6xCx.jpg
nm0165235	Susan Claudia			writer	tt0094900,tt1787120	
nm0165965	Tom Clegg	1934	2016	director,camera_department,writer	tt0081144,tt12749392,tt0078351,tt0088133	https://image.tmdb.org/t/p/{width_variable}/7BHT2jkXr1Vzq5csNhGLabv6WuS.jpg
nm0165987	John Cleland	1710	1789	writer	tt0058088,tt0138433,tt0062958,tt0087237	
nm0166405	Gianfranco Clerici	1941		writer,assistant_director,actor	tt0078935,tt0063537,tt0088100,tt0084719	
nm0167572	Sydney Coale			actress	tt0097004,tt0161457,tt0098127,tt0098749	https://image.tmdb.org/t/p/{width_variable}/qSRQjgBcWnAbBTaDUJRNJgHXznP.jpg
nm0167952	Roberto Cobo	1930	2002	actor,soundtrack,miscellaneous	tt0114485,tt0076336,tt0123051,tt0042804	https://image.tmdb.org/t/p/{width_variable}/aUDiMPbHJ8CkNVbm6C8y2OvqNKS.jpg
nm0167962	Germán Cobos	1927	2015	actor,miscellaneous	tt0450532,tt1035474,tt0060080,tt0057454	https://image.tmdb.org/t/p/{width_variable}/vl9F1tSoJ2jZFGX3GxWAMErcAeq.jpg
nm0169334	Didier Cohen	1952		writer,miscellaneous	tt0809273,tt0090242,tt0261800,tt1175392	
nm0169540	Larry Cohen	1936	2019	writer,producer,director	tt0071675,tt0075930,tt0077756,tt0099026	https://image.tmdb.org/t/p/{width_variable}/5p1y0KKAVv5EK2XAfs9hsIMDiBq.jpg
nm0169785	Stanley Cohen			writer	tt0081145,tt0327909	
nm0170183	Victor Colani	1895	1957	actor	tt0830870,tt7417070,tt7417004,tt11272014	
nm0170407	Johan Colding			sound_department,director,writer	tt0102083,tt0316342,tt0099102	
nm0170504	Clifton Ko	1958		actor,director,producer	tt0084775,tt0134836,tt3902214,tt9581518	https://image.tmdb.org/t/p/{width_variable}/viJiJss0ag4vYuyfiw46j4Yw2cj.jpg
nm0170577	Jackson Cole			actor	tt0112167,tt0115351,tt0095902,tt0108843	
nm0171340	Terry Coles			producer,script_department,miscellaneous	tt0090729,tt0762803,tt0497215,tt1245432	
nm0171401	Coley Music Group			composer	tt0097720	
nm0171829	Kenneth Colley	1937		actor,director,writer	tt0086190,tt0079470,tt0083943,tt0080684	https://image.tmdb.org/t/p/{width_variable}/5eH380TIBWnjyCDCq3o7DUeZOsX.jpg
nm0172181	Boon Collins			writer,director,producer	tt0109033,tt0090578,tt0137180,tt0098372	
nm0172662	Ruth Collins			actress,producer,director	tt0228196,tt3151906,tt0096075,tt0108576	https://image.tmdb.org/t/p/{width_variable}/cxyA4kWJHjMJE3fyC5o2wwgu3Y2.jpg
nm0172697	Stuart Collins			writer	tt0096995	
nm0173065	Luis Colombo			cinematographer,camera_department,director	tt0090642,tt0090869,tt28354286,tt3357354	
nm0173790	Jacques Comets			editor,editorial_department,writer	tt0342222,tt0102147,tt7142506,tt0213933	
nm0173871	Rosalie Commentucci			composer	tt0099015	
nm0174135	François Comtet			production_designer,art_department,set_decorator	tt0110796,tt0217119,tt0120337,tt0083891	
nm0174223	Gino Concari			actor	tt9195896,tt0096959,tt0096749,tt0097845	https://image.tmdb.org/t/p/{width_variable}/HmTrA4LWAgsP2mLyRsvMNiiQNS.jpg
nm0174290	Fernando Conde	1952		actor,camera_department	tt0376800,tt0085858,tt0297174,tt4136774	https://image.tmdb.org/t/p/{width_variable}/7ghXARjthyX8Yj6mxRpGEBe2IjY.jpg
nm0174860	Tim Conlon			actor	tt0925266,tt0098136,tt0496806,tt0109127	https://image.tmdb.org/t/p/{width_variable}/2spxhPR3kozQQNLXbr5ITTomDHc.jpg
nm0175389	Bill Connor	1949		composer,music_department,soundtrack	tt11559472,tt1754656,tt2058617,tt0088591	
nm0175399	David Connor			music_department,composer,soundtrack	tt1284575,tt0401711,tt2404463,tt1478338	
nm0175731	Sydney Conrad Shapiro			costume_department,script_department,editorial_department	tt0097138,tt2281587,tt0107659,tt5090568	
nm0176401	Ugo Conti	1955		actor,miscellaneous	tt0465682,tt0119794,tt0108059,tt0102426	https://image.tmdb.org/t/p/{width_variable}/sYPGa0VgYobdQkiJ3ELevIfm7lj.jpg
nm0176683	Frank Conway			production_designer,art_director,director	tt0120865,tt0099566,tt0117969,tt1785596	
nm0178357	Rowena Cooper	1935		actress	tt0820333,tt0053759,tt0094525,tt0862620	https://image.tmdb.org/t/p/{width_variable}/A0F1anH5RR2mLVQvC8HqOC5atNF.jpg
nm0178616	Joan Copeland	1922	2022	actress	tt0176357,tt0119874,tt0328880,tt1134629	https://image.tmdb.org/t/p/{width_variable}/z0qihfXL6McofFreokXr3AjWTRf.jpg
nm0178801	Freddy Coppens	1946		director,writer	tt0126764,tt0151513,tt0097204,tt0274338	
nm0179532	Maria Cordero	1954		actress,music_department,soundtrack	tt0114905,tt0093435,tt0380291,tt0098155	https://image.tmdb.org/t/p/{width_variable}/4rg3srvLPOImX1rEKr38e0G3u76.jpg
nm0179672	Lorette Cordrie			writer	tt0097615	
nm0179855	Gloria Corica			writer	tt0094456,tt0114862,tt0203869,tt0119794	
nm0179959	Al Corley	1956		actor,producer,soundtrack	tt0112883,tt3758814,tt0081856,tt1416801	https://image.tmdb.org/t/p/{width_variable}/7FYJ9s23DauPBo11cr81IaAjMEt.jpg
nm0180257	John Cornell	1941	2021	producer,actor,writer	tt0129705,tt0092493,tt0090555,tt0099018	https://image.tmdb.org/t/p/{width_variable}/lUALZt0ThDWeidPvZi0HJqW3wMa.jpg
